nse_ticker,company_name,macro,sector,industry,basic_industry,themes
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Financial Services,Finance,Holding Company,
BAJAJINDEF,Indef Manufacturing Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
BAJEL,Bajel Projects Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
BAJFINANCE,Bajaj Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,Industrials,Capital Goods,Industrial Products,Packaging,
BALAJIAM,,,,,,
BALAJITELE,Balaji Telefilms Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
BALAMINES,Balaji Amines Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
BALASORE,,,,,,
BALAXI,BALAXI PHARMACEUTICALS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BALKRISHNA,Balkrishna Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
BALKRISIND,Balkrishna Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
BALMLAWRIE,Balmer Lawrie & Company Limited,Diversified,Diversified,Diversified,Diversified,
BALPHARMA,Bal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BALRAMCHIN,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
BALUFORGE,Balu Forge Industries Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
BANARBEADS,Banaras Beads Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
BANARISUG,Bannari Amman Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
BANCOINDIA,Banco Products (I) Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
BANDHANBNK,Bandhan Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,private_banks;small_fin_banks
BANG,Bang Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
BANKA,Banka BioLoo Limited,Industrials,Construction,Construction,Civil Construction,
BANKBARODA,Bank of Baroda,Financial Services,Financial Services,Banks,Public Sector Bank,psu_banks
BANKINDIA,Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank,psu_banks
BANSALWIRE,Bansal Wire Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
BANSWRAS,Banswara Syntex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
BARBEQUE,,,,,,
BASF,BASF India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
BASML,Bannari Amman Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
BATA,,,,,,
BATAINDIA,Bata India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,discretionary
BAYER,,,,,,
BAYERCROP,Bayer Cropscience Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
BBL,Bharat Bijlee Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
BBOX,Black Box Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
BBTC,The Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
BBTCL,B&B Triplewall Containers Limited,Industrials,Capital Goods,Industrial Products,Packaging,
BCLIND,Bcl Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
BCONCEPTS,Brand Concepts Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,discretionary
BDL,Bharat Dynamics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense;psu_capex
BDSL,,,,,,
BEARDSELL,Beardsell Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,capex
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
BEL,Bharat Electronics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense;semis;psu_capex
BELLACASA,Bella Casa Fashion & Retail Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
BELRISE,Belrise Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
BEML,BEML Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,defense;railways
BEPL,Bhansali Engineering Polymers Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
BERGEPAINT,Berger Paints (I) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,discretionary
BETA,Beta Drugs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BFINVEST,BF Investment Limited,Financial Services,Financial Services,Finance,Holding Company,
BFUTILITIE,BF Utilities Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
BHAGERIA,Bhageria Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
BHAGYANGR,Bhagyanagar India Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,metals
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
BHARAT,,,,,,
BHARAT1,,,,,,
BHARATCOAL,Bharat Coking Coal Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,metals
BHARATFORG,Bharat Forge Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
BHARATGEAR,Bharat Gears Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
BHARATRAS,Bharat Rasayan Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
BHARATSE,Bharat Seats Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
BHARATWIRE,Bharat Wire Ropes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
BHARTIARTL,Bharti Airtel Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
BHARTIHEXA,Bharti Hexacom Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
BHEL,Bharat Heavy Electricals Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ev;renewables;psu_capex;capex
BHELPSG,,,,,,
BHFIN,,,,,,
BIGBLOC,Bigbloc Construction Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
BIKAJI,Bikaji Foods International Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
BIL,Bhartiya International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,discretionary
BIOCON,Biocon Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BIRLACABLE,Birla Cable Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,
BIRLACORP,,,,,,
BIRLACORPN,Birla Corporation Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
BIRLANU,BirlaNu Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,discretionary
BIRLASOFT,,,,,,
BIRLATELE,,,,,,
BLACKBUCK,BLACKBUCK LIMITED,Services,Services,Transport Services,Transport Related Services,logistics
BLAL,BEML Land Assets Limited,Financial Services,Financial Services,Finance,Investment Company,
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BLKASHYAP,B. L. Kashyap and Sons Limited,Industrials,Construction,Construction,Civil Construction,
BLS,BLS International Services Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,discretionary
BLSE,BLS E-Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
BLUE,,,,,,
BLUEBLOOD,,,,,,
BLUECOAST,Blue Coast Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
BLUEDART,Blue Dart Express Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
BLUEJET,Blue Jet Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BLUESTAR,,,,,,
BLUESTARCO,Blue Star Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
BLUSPRING,Bluspring Enterprises Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
BMWVENTLTD,BMW Ventures Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,metals
BODALCHEM,Bodal Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
BOMBAYDY,,,,,,
BOMBDYING,,,,,,
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
BOROLTD,Borosil Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,discretionary
BORORENEW,BOROSIL RENEWABLES LIMITED,Industrials,Capital Goods,Industrial Products,Glass - Industrial,renewables
BOROSCI,Borosil Scientific Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial,
BOROSIL,,,,,,renewables
BOSCH,,,,,,
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
BOSCHLTD,Bosch Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,psu_capex;oil_downstream
BPL,BPL Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,semis;discretionary
BREMBO,,,,,,
BRIGADE,Brigade Enterprises Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
BRIGHOTEL,Brigade Hotel Ventures Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
BRITANNIA,Britannia Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,fmcg_staples
BRNL,Bharat Road Network Limited,Industrials,Construction,Construction,Civil Construction,
BROOKS,Brooks Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
BSE,BSE Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,capital_markets
BSHSL,Bombay Super Hybrid Seeds Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
BSL,BSL Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
BSNL,,,,,,
BSOFT,BIRLASOFT LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
BTML,Bodhi Tree Multimedia Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,
BUILDPRO,Shankara Buildpro Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
BURNPUR,Burnpur Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
BVCL,Barak Valley Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
BYKE,The Byke Hospitality Ltd,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
CABINDIA,,,,,,
CAIRN,Cairn India Limited,ENERGY,OIL & GAS,OIL,OIL EXPLORATION,
CALSOFT,California Software Company Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
CAMLIN,,,,,,
CAMLINFINE,Camlin Fine Sciences Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
CAMPUS,Campus Activewear Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,discretionary
CAMS,Computer Age Management Services Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,capital_markets;it_services
CAMSONBIO,,,,,,
CANBK,Canara Bank,Financial Services,Financial Services,Banks,Public Sector Bank,psu_banks
CANFINHOME,Can Fin Homes Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nbfc
CANHLIFE,Canara HSBC Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance,life_insurance
CANTABIL,Cantabil Retail India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
CAPACITE,Capacit'e Infraprojects Limited,Industrials,Construction,Construction,Civil Construction,
CAPILLARY,Capillary Technologies India Limited,Information Technology,Information Technology,IT - Software,Software Products,new_age_tech
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank,small_fin_banks
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
CARBORUNIV,Carborundum Universal Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,
CARERATING,CARE Ratings Limited,Financial Services,Financial Services,Capital Markets,Ratings,capital_markets
CARRARO,Carraro India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
CARTRADE,Cartrade Tech Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,discretionary;new_age_tech
CARYSIL,CARYSIL LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
CASTROL,Castrol India Limited,ENERGY,OIL & GAS,PETROLEUM PRODUCTS,LUBRICANTS,
CASTROLIND,Castrol India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,
CCAVENUE,AvenuesAI Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
CCCL,Consolidated Construction Consortium Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
CCHHL,Country Club Hospitality & Holidays Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
CCL,CCL Products (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,fmcg_staples
CDSL,Central Depository Services (India) Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,capital_markets
CEATLTD,CEAT Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
CEIGALL,Ceigall India Limited,Industrials,Construction,Construction,Civil Construction,
CEINSYS,Ceinsys Tech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
CELEBRITY,Celebrity Fashions Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
CELLO,Cello World Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,discretionary
