nse_ticker,company_name,macro,sector,industry,basic_industry,source
FOCUS,Focus Lighting and Fixtures Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
FOODSIN,Foods & Inns Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
FORCEMOT,FORCE MOTORS LTD,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,nse_official
FORTIS,Fortis Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
FOSECOIND,Foseco India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
FRACTAL,Fractal Analytics Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
FSL,Firstsource Solutions Limited,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),nse_official
FSS,,,,,,missing
FUSION,Fusion Finance Limited,Financial Services,Financial Services,Finance,Microfinance Institutions,nse_official
GABRIEL,Gabriel India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
GAEL,Gujarat Ambuja Exports Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
GAIL,GAIL (India) Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,nse_official
GALAPREC,Gala Precision Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
GALAXYSURF,Galaxy Surfactants Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
GALLANTT,Gallantt Ispat Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
GANDHITUBE,Gandhi Special Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
GANECOS,Ganesha Ecosphere Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
GANESHA,,,,,,missing
GANESHBE,Ganesh Benzoplast Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Storage & Transportation,nse_official
GANESHCP,Ganesh Consumer Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
GANESHHOU,GANESH HOUSING LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
GANGAFORGE,Ganga Forging Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,nse_official
GANGESSECU,Ganges Securities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
GARFIBRES,Garware Technical Fibres Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
GARMENTSIND,,,,,,missing
GARUDA,Garuda Construction and Engineering Limited,Industrials,Construction,Construction,Civil Construction,nse_official
GARWARE,,,,,,missing
GATECH,GACM Technologies Limited,Financial Services,Financial Services,Finance,Other Financial Services,nse_official
GATECHDVR,GACM Technologies Limited,Financial Services,Financial Services,Finance,Other Financial Services,nse_official
GATEWAY,Gateway Distriparks Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
GATI,,,,,,missing
GAUDIUMIVF,Gaudium IVF and Women Health Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
GAYAHWS,Gayatri Highways Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,nse_official
GE SHIPPING,,,,,,missing
GEECEE,GeeCee Ventures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
GEEKAYWIRE,Geekay Wires Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
GENCON,Generic Engineering Construction and Projects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
GENESYS,Genesys International Corporation Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
GENUS,,,,,,missing
GENUSPAPER,Genus Paper & Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
GENUSPOWER,Genus Power Infrastructures Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
GEOJITFSL,Geojit Financial Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
GEPIL,,,,,,missing
GESHIP,The Great Eastern Shipping Company Limited,Services,Services,Transport Services,Shipping,nse_official
GFLLIMITED,GFL Limited,Financial Services,Financial Services,Finance,Holding Company,nse_official
GHCL,GHCL Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
GHCLTEXTIL,GHCL Textiles Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
GICHSGFIN,GIC Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nse_official
GICRE,General Insurance Corporation of India,Financial Services,Financial Services,Insurance,General Insurance,nse_official
GILLANDERS,Gillanders Arbuthnot & Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
GILLETTE,Gillette India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
GINNIFILA,Ginni Filaments Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
GIPCL,Gujarat Industries Power Company Limited,Utilities,Power,Power,Power Generation,nse_official
GKENERGY,GK Energy Limited,Industrials,Construction,Construction,Civil Construction,nse_official
GKSL,Gujarat Kidney And Super Speciality Limited,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
GKWLIMITED,GKW Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
GLAND,Gland Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
GLOBAL,Global Education Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,nse_official
GLOBALE,Globale Tessile Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,nse_official
GLOBALVECT,Global Vectra Helicorp Limited,Services,Services,Transport Services,Airline,nse_official
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
GLOBECIVIL,Globe Civil Projects Limited,Industrials,Construction,Construction,Civil Construction,nse_official
GLOBUSSPR,Globus Spirits Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
GLOSTERLTD,Gloster Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products,nse_official
GLOTTIS,Glottis Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
GMBREW,GM Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
GMDC,,,,,,missing
GMDCLTD,Gujarat Mineral Development Corporation Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
GMMPFAUDLR,GMM Pfaudler Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
GMRAIRPORT,GMR AIRPORTS LIMITED,Services,Services,Transport Infrastructure,Airport & Airport services,nse_official
GMRINFRA,,,,,,missing
GMRP&UI,GMR Power and Urban Infra Limited,Utilities,Power,Power,Power Generation,nse_official
GNA,GNA Axles Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
GOA,,,,,,missing
GOACARBON,Goa Carbon Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
GOCLCORP,GOCL Corporation Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,nse_official
GOCOLORS,Go Fashion (India) Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
GODAVARIB,Godavari Biorefineries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,nse_official
GODFREY,,,,,,missing
GODFRYPHLP,Godfrey Phillips India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,nse_official
GODIGIT,Go Digit General Insurance Limited,Financial Services,Financial Services,Insurance,General Insurance,nse_official
GODREJAGRO,Godrej Agrovet Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,nse_official
GODREJAP,,,,,,missing
GODREJCP,Godrej Consumer Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
GODREJFIN,,,,,,missing
GODREJIND,Godrej Industries Limited,Diversified,Diversified,Diversified,Diversified,nse_official
GODREJPROP,Godrej Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
GOKALDAS,,,,,,missing
GOKEX,Gokaldas Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
GOKUL,Gokul Refoils and Solvent Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
GOKULAGRO,Gokul Agro Resources Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
GOLDBEES,NIPPON INDIA ETF GOLD BEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,nse_official
GOLDENKA,,,,,,missing
GOLDI,,,,,,missing
GOLDIAM,Goldiam International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Information Technology,Information Technology,IT - Software,Software Products,nse_official
GOODLUCK,Goodluck India Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
GOPAL,Gopal Snacks Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
GOVAL,,,,,,missing
GPIL,Godawari Power And Ispat limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
GPPL,Gujarat Pipavav Port Limited,Services,Services,Transport Infrastructure,Port & Port services,nse_official
GPT,,,,,,missing
GPTHEALTH,GPT Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
GPTINFRA,GPT Infraprojects Limited,Industrials,Construction,Construction,Civil Construction,nse_official
GRANULES,Granules India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
GRAPHITE,Graphite India Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,nse_official
GRASIM,Grasim Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
GRAVITA,Gravita India Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
GREAVES,,,,,,missing
GREAVESCOT,Greaves Cotton Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
GREENKO,,,,,,missing
GREENLAM,Greenlam Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
GREENLAMIND,,,,,,missing
GREENPANEL,Greenpanel Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
GREENPLY,Greenply Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
GREENPOWER,Orient Green Power Company Limited,Utilities,Power,Power,Power Generation,nse_official
GRINDMASTER,,,,,,missing
GRINDWELL,Grindwell Norton Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
GRINFRA,G R Infraprojects Limited,Industrials,Construction,Construction,Civil Construction,nse_official
GRMOVER,GRM Overseas Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
GROBTEA,The Grob Tea Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
GROWW,Billionbrains Garage Ventures Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
GRPLTD,GRP Limited,Industrials,Capital Goods,Industrial Products,Rubber,nse_official
GRSE,Garden Reach Shipbuilders & Engineers Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
GRUH,Gruh Finance Limited,FINANCIAL SERVICES,FINANCIAL SERVICES,FINANCE,HOUSING FINANCE,nse_official
GRWRHITECH,Garware Hi-Tech Films Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
GSFC,Gujarat State Fertilizers & Chemicals Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
GSLSU,Global Surfaces Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
GSPL,Gujarat State Petronet Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,nse_official
GSS,GSS Infotech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,nse_official
GTL,GTL Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
GTLINFRA,GTL Infrastructure Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
GTPL,GTPL Hathway Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
GUFICBIO,Gufic Biosciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
GUJARATGAS,,,,,,missing
GUJFLUORO,,,,,,missing
GUJGAS,,,,,,missing
GUJGASLTD,Gujarat Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
GUJNREGAS,,,,,,missing
GUJRAFFIA,Gujarat Raffia Industries Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
